Start Date,End Date,Length of Lease,Lease Sizes,Country,State,State Category,Zip Code,Regions,Rentable Sqft,Usable Sqft,Structured Parking Spaces,Surface Parking Spaces,Surface Sizes,Rent Amount
2021-01-02,2041-01-01,7304,Very Long 5000-15000,US,MT,Other,59037,Region 5,816.0,816.0,0,2,Small 0-49,19462.89
2012-11-01,2027-10-31,5477,Very Long 5000-15000,US,MT,Other,59802,Region 5,8310.0,7737.8,0,65,Large 50-99,275891.87
2021-01-01,2030-12-31,3651,Long 3000-4999,US,MT,Other,59801,Region 5,6113.0,5037.0,0,3,Small 0-49,145803.53
2016-11-01,2028-10-31,4382,Long 3000-4999,US,MT,Other,59808,Region 5,3296.0,3296.0,0,1,Small 0-49,168168.99
2016-12-01,2026-11-30,3651,Long 3000-4999,US,MT,Other,59105,Region 5,8057.0,8057.0,0,0,Small 0-49,146395.68
2021-01-01,2030-12-31,3651,Long 3000-4999,US,MT,Other,59701,Region 5,666.0,666.0,0,1,Small 0-49,26640.0
2013-08-01,2026-07-31,4747,Long 3000-4999,US,MT,Other,59901,Region 5,1000.0,1000.0,0,9,Small 0-49,32500.0
2016-06-01,2026-05-31,3651,Long 3000-4999,US,MT,Other,59602,Region 5,2089.29,1695.0,0,20,Small 0-49,45924.07
2023-06-04,2043-06-03,7304,Very Long 5000-15000,US,MT,Other,59101,Region 5,3450.0,2951.0,3,0,Small 0-49,67013.89
2021-04-18,2041-04-17,7304,Very Long 5000-15000,US,MT,Other,59101,Region 5,4800.0,4800.0,0,2,Small 0-49,43232.63
2020-02-01,2030-01-31,3652,Long 3000-4999,US,MT,Other,59101,Region 5,1200.0,1200.0,0,1,Small 0-49,11642.71
2019-05-06,2029-05-05,3652,Long 3000-4999,US,MT,Other,59501,Region 5,2047.75,1823.0,0,0,Small 0-49,48100.13
2005-06-01,2025-05-31,7304,Very Long 5000-15000,US,CT,Other,06902,Region 0,16292.0,15740.0,15,85,Large 50-99,363558.63
2016-10-01,2027-02-28,3802,Long 3000-4999,US,MT,Other,59601,Region 5,416.0,416.0,0,3,Small 0-49,9152.0
2017-06-01,2027-05-31,3651,Long 3000-4999,US,MT,Other,59105,Region 5,2651.0,2651.0,0,1,Small 0-49,128573.52
2020-12-29,2030-12-28,3651,Long 3000-4999,US,MT,Other,59937,Region 5,13593.0,12199.0,0,9,Small 0-49,326207.4
2016-09-01,2031-08-31,5477,Very Long 5000-15000,US,MT,Other,59102,Region 5,6045.0,6045.0,0,36,Small 0-49,212475.9
2006-12-15,2026-12-14,7304,Very Long 5000-15000,US,MT,Other,59263,Region 5,21250.0,21250.0,15,25,Small 0-49,597258.15
2005-11-01,2025-10-31,7304,Very Long 5000-15000,US,MT,Other,59538,Region 5,18385.0,18385.0,15,32,Small 0-49,501493.69
2021-07-01,2031-06-30,3651,Long 3000-4999,US,MT,Other,59714,Region 5,4328.0,4328.0,0,2,Small 0-49,162294.73
2019-03-27,2027-03-26,2921,Medium 1000-2999,US,SD,Other,57104,Region 5,1914.0,1740.0,0,4,Small 0-49,25173.47
2006-10-01,2026-09-30,7304,Very Long 5000-15000,US,CO,Other,80111,Region 8,19532.0,19532.0,15,90,Large 50-99,511528.27
2009-06-26,2029-06-25,7304,Very Long 5000-15000,US,VA,Other,22102,Region 2,48411.01,40373.01,24,114,XLarge 100-249,2311520.67
2018-07-17,2028-07-16,3652,Long 3000-4999,US,MT,Other,59718,Region 5,7853.0,7497.0,0,3,Small 0-49,241264.6
2022-12-01,2039-11-30,6208,Very Long 5000-15000,US,MT,Other,59803,Region 5,5052.0,4647.0,0,0,Small 0-49,137466.64
2022-07-01,2034-06-30,4382,Long 3000-4999,US,NC,Other,28722,Region 2,10160.0,9484.0,0,0,Small 0-49,299345.52
2023-12-09,2038-12-08,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,13599.0,11645.0,32,16,Small 0-49,413024.33
2009-01-05,2029-01-04,7304,Very Long 5000-15000,US,MT,Other,59501,Region 5,32811.0,32811.0,47,68,Large 50-99,1693443.09
2008-12-01,2028-11-30,7304,Very Long 5000-15000,US,VA,Other,22102,Region 2,33000.0,33000.0,47,68,Large 50-99,1626260.84
2013-05-01,2033-04-30,7304,Very Long 5000-15000,US,VA,Other,22102,Region 2,149110.0,140160.0,0,70,Large 50-99,3937868.57
2010-06-01,2025-05-31,5478,Very Long 5000-15000,US,MT,Other,59057,Region 5,3763.0,3273.0,0,5,Small 0-49,110207.59
2021-11-06,2036-11-05,5478,Very Long 5000-15000,US,MT,Other,59041,Region 5,4035.0,3230.0,0,7,Small 0-49,133151.49
2023-09-03,2033-09-02,3652,Long 3000-4999,US,MT,Other,59270,Region 5,309.0,261.5,0,0,Small 0-49,20968.91
2009-10-01,2029-09-30,7304,Very Long 5000-15000,US,CA,CA,95630,Region 9,15605.3,13883.3,0,56,Large 50-99,369838.25
2024-02-29,2034-02-27,3651,Long 3000-4999,US,MT,Other,59330,Region 5,170.0,170.0,0,0,Small 0-49,11969.7
2024-03-01,2036-02-29,4382,Long 3000-4999,US,MT,Other,59501,Region 5,185.0,185.0,0,0,Small 0-49,20720.0
2010-11-17,2025-11-16,5478,Very Long 5000-15000,US,CO,Other,80123,Region 8,7915.0,7300.0,0,35,Small 0-49,262921.91
2018-08-01,2028-07-31,3652,Long 3000-4999,US,MT,Other,59102,Region 5,1742.0,1675.0,0,2,Small 0-49,36791.7
2020-02-29,2030-02-28,3652,Long 3000-4999,US,MT,Other,59715,Region 5,9591.0,9300.0,0,40,Small 0-49,274448.84
2012-02-01,2027-01-31,5478,Very Long 5000-15000,US,MT,Other,59715,Region 5,2765.0,2350.0,0,3,Small 0-49,134778.36
2012-10-02,2032-10-01,7304,Very Long 5000-15000,US,MT,Other,59701,Region 5,36035.0,31881.0,0,57,Large 50-99,939222.1
2016-03-01,2036-02-29,7304,Very Long 5000-15000,US,MT,Other,59404,Region 5,30660.0,28374.55,0,133,XLarge 100-249,708333.16
2018-10-01,2038-09-30,7304,Very Long 5000-15000,US,WY,Other,82834,Region 8,5525.0,5525.0,0,4,Small 0-49,195381.48
2017-05-01,2037-04-30,7304,Very Long 5000-15000,US,AZ,Other,85048,Region 8,6308.0,6308.0,0,27,Small 0-49,199444.36
2018-01-11,2033-01-10,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,12775.0,11986.0,0,2,Small 0-49,429044.24
2016-06-06,2026-06-16,3662,Long 3000-4999,US,MT,Other,59715,Region 5,27074.0,23817.0,0,157,XLarge 100-249,695203.77
2018-01-01,2027-12-31,3651,Long 3000-4999,US,MT,Other,59102,Region 5,1225.0,1084.0,0,4,Small 0-49,28355.85
2019-05-23,2034-05-22,5478,Very Long 5000-15000,US,MT,Other,59601,Region 5,7750.0,7750.0,0,3,Small 0-49,219443.61
2019-11-12,2029-11-11,3652,Long 3000-4999,US,MT,Other,59101,Region 5,3184.0,2406.0,0,0,Small 0-49,60719.05
2021-06-09,2036-06-08,5478,Very Long 5000-15000,US,MT,Other,59601,Region 5,2815.0,2382.0,0,3,Small 0-49,79642.0
2022-02-03,2039-02-02,6208,Very Long 5000-15000,US,MT,Other,59802,Region 5,8353.8,7140.0,10,0,Small 0-49,393036.47
2023-04-25,2043-04-24,7304,Very Long 5000-15000,US,UT,Other,84020,Region 8,22312.0,21650.0,0,122,XLarge 100-249,394731.38
2023-12-01,2043-11-30,7304,Very Long 5000-15000,US,MT,Other,59701,Region 5,19300.0,18200.0,0,0,Small 0-49,473013.27
2022-11-09,2042-11-08,7304,Very Long 5000-15000,US,CA,CA,90212,Region 9,3740.0,3400.0,0,4,Small 0-49,126670.64
2023-08-30,2038-08-29,5478,Very Long 5000-15000,US,MT,Other,59601,Region 5,1710.0,1500.0,0,2,Small 0-49,69136.6
2023-08-16,2038-08-15,5478,Very Long 5000-15000,US,MT,Other,59601,Region 5,5700.0,5000.0,0,15,Small 0-49,211283.81
2022-10-19,2039-10-18,6208,Very Long 5000-15000,US,MT,Other,59601,Region 5,4332.0,3512.1,0,26,Small 0-49,129026.04
2022-08-15,2039-08-14,6208,Very Long 5000-15000,US,MT,Other,59801,Region 5,949.9,805.0,0,4,Small 0-49,29882.18
2023-10-03,2038-10-02,5478,Very Long 5000-15000,US,MT,Other,59101,Region 5,3577.0,3577.0,0,9,Small 0-49,77080.72
2024-04-01,2039-03-31,5477,Very Long 5000-15000,US,NY,NY,11021,Region 1,4599.0,4140.0,0,0,Small 0-49,161239.48
2024-02-01,2044-01-31,7304,Very Long 5000-15000,US,MT,Other,59230,Region 5,8137.16,8137.16,0,0,Small 0-49,190771.92
2023-10-23,2026-10-22,1095,Medium 1000-2999,US,MT,Other,59802,Region 5,4422.0,3812.0,0,2,Small 0-49,146816.32
2023-04-01,2033-03-31,3652,Long 3000-4999,US,ND,Other,58456,Region 5,3087.0,2806.0,0,0,Small 0-49,42088.17
2013-01-13,2025-01-12,4382,Long 3000-4999,US,ND,Other,58335,Region 5,4675.0,4065.0,0,27,Small 0-49,72722.85
2023-09-01,2043-08-31,7304,Very Long 5000-15000,US,ND,Other,58503,Region 5,13821.0,12018.0,0,0,Small 0-49,289502.73
2021-10-01,2031-09-30,3651,Long 3000-4999,US,ND,Other,58201,Region 5,5088.0,5088.0,0,13,Small 0-49,122661.94
2024-10-26,2034-10-25,3651,Long 3000-4999,US,ND,Other,58301,Region 5,0.0,0.0,0,0,Small 0-49,89889.0
2014-06-01,2029-05-31,5478,Very Long 5000-15000,US,ND,Other,58301,Region 5,2300.0,2010.0,0,0,Small 0-49,48361.08
2016-07-19,2026-07-18,3651,Long 3000-4999,US,ND,Other,58501,Region 5,21372.0,21372.0,0,27,Small 0-49,429112.43
2017-12-01,2027-11-30,3651,Long 3000-4999,US,ND,Other,58401,Region 5,446.0,384.0,0,3,Small 0-49,16194.26
2023-09-01,2033-08-31,3652,Long 3000-4999,US,ND,Other,58601,Region 5,386.0,386.0,0,0,Small 0-49,18922.57
2018-02-01,2028-01-31,3651,Long 3000-4999,US,ND,Other,58102,Region 5,1500.0,1500.0,0,0,Small 0-49,51137.39
2018-08-01,2028-07-31,3652,Long 3000-4999,US,ND,Other,58701,Region 5,3296.0,3044.0,4,0,Small 0-49,77145.26
2018-01-01,2025-12-31,2921,Medium 1000-2999,US,ND,Other,58506,Region 5,890.0,890.0,0,0,Small 0-49,49866.7
2019-10-03,2025-10-02,2191,Medium 1000-2999,US,ND,Other,58203,Region 5,0.0,0.0,2,0,Small 0-49,1080.0
2024-03-01,2039-02-28,5477,Very Long 5000-15000,US,ND,Other,58103,Region 5,12225.0,11230.0,0,0,Small 0-49,296089.6
2018-03-15,2028-03-14,3652,Long 3000-4999,US,ND,Other,58501,Region 5,28954.0,28954.0,0,10,Small 0-49,543358.74
2021-08-01,2031-07-31,3651,Long 3000-4999,US,ND,Other,58503,Region 5,4066.0,3536.0,0,16,Small 0-49,102434.49
2020-07-01,2030-06-30,3651,Long 3000-4999,US,ND,Other,58301,Region 5,547.0,474.0,0,4,Small 0-49,18821.18
2020-10-17,2037-10-16,6208,Very Long 5000-15000,US,ND,Other,58102,Region 5,5178.0,4395.0,0,3,Small 0-49,90464.43
2022-03-01,2042-02-28,7304,Very Long 5000-15000,US,ND,Other,58278,Region 5,7600.0,7000.0,0,0,Small 0-49,210529.16
2010-04-01,2030-03-31,7304,Very Long 5000-15000,US,NY,NY,14221,Region 1,34000.0,32197.0,30,55,Large 50-99,1406590.92
2012-03-01,2025-02-28,4747,Long 3000-4999,US,ND,Other,58075,Region 5,14800.0,12500.0,0,49,Small 0-49,244940.0
2020-01-04,2030-01-03,3652,Long 3000-4999,US,ND,Other,58103,Region 5,8834.0,7682.0,0,14,Small 0-49,193795.53
2015-05-01,2025-04-30,3652,Long 3000-4999,US,ND,Other,58316,Region 5,256.0,256.0,0,0,Small 0-49,7003.75
2021-08-02,2031-08-01,3651,Long 3000-4999,US,ND,Other,58203,Region 5,1490.0,1490.0,0,0,Small 0-49,50564.12
2024-09-01,2044-08-31,7304,Very Long 5000-15000,US,ND,Other,58504,Region 5,10266.0,8909.0,0,3,Small 0-49,249132.73
2014-02-01,2029-01-31,5478,Very Long 5000-15000,US,ND,Other,58103,Region 5,5950.0,5760.0,0,2,Small 0-49,163718.18
2015-07-09,2030-07-08,5478,Very Long 5000-15000,US,ND,Other,58501,Region 5,7345.0,6387.0,0,0,Small 0-49,192755.07
2016-09-01,2031-08-31,5477,Very Long 5000-15000,US,ND,Other,58701,Region 5,5739.11,5078.85,5,6,Small 0-49,157662.26
2016-06-01,2026-05-31,3651,Long 3000-4999,US,ND,Other,58701,Region 5,1301.0,1301.0,0,0,Small 0-49,29161.28
2017-08-01,2027-07-31,3651,Long 3000-4999,US,ND,Other,58201,Region 5,4285.0,4285.0,0,14,Small 0-49,95855.26
2018-09-18,2028-09-17,3652,Long 3000-4999,US,ND,Other,58503,Region 5,6435.0,5500.0,0,10,Small 0-49,194382.85
2018-03-01,2028-02-29,3652,Long 3000-4999,US,ND,Other,58201,Region 5,833.0,737.0,0,5,Small 0-49,18305.12
2023-02-16,2038-02-15,5478,Very Long 5000-15000,US,ND,Other,58102,Region 5,11558.0,11221.36,5,0,Small 0-49,484975.5
2020-12-21,2035-12-20,5477,Very Long 5000-15000,US,ND,Other,58504,Region 5,1749.5,1518.0,0,5,Small 0-49,46878.08
2020-07-11,2029-10-10,3378,Long 3000-4999,US,ND,Other,58801,Region 5,974.0,974.0,0,0,Small 0-49,49923.27
2022-12-16,2039-12-15,6208,Very Long 5000-15000,US,ND,Other,58501,Region 5,2293.31,2265.0,0,3,Small 0-49,66661.34
2023-04-01,2031-03-31,2921,Medium 1000-2999,US,ND,Other,58102,Region 5,0.0,0.0,50,0,Small 0-49,77400.0
2023-01-01,2034-12-31,4382,Long 3000-4999,US,ND,Other,58102,Region 5,0.0,0.0,30,0,Small 0-49,46440.0
2016-07-01,2026-06-30,3651,Long 3000-4999,US,ND,Other,58506,Region 5,0.0,0.0,3,0,Small 0-49,2016.0
2020-12-15,2040-12-14,7304,Very Long 5000-15000,US,ND,Other,58501,Region 5,6086.0,5114.0,3,0,Small 0-49,170193.35
2017-02-02,2027-02-01,3651,Long 3000-4999,US,SD,Other,57106,Region 5,2638.09,2550.85,0,4,Small 0-49,56164.94
2022-10-01,2042-09-30,7304,Very Long 5000-15000,US,SD,Other,57601,Region 5,3119.0,2747.47,4,0,Small 0-49,43731.54
2013-01-14,2028-01-13,5477,Very Long 5000-15000,US,SD,Other,57339,Region 5,4870.0,4235.0,0,23,Small 0-49,58975.7
2020-12-01,2035-11-30,5477,Very Long 5000-15000,US,SD,Other,57551,Region 5,2448.0,2225.0,0,6,Small 0-49,41126.33
2022-09-03,2037-09-02,5478,Very Long 5000-15000,US,SD,Other,57380,Region 5,7221.0,6279.0,0,11,Small 0-49,117851.39
2021-12-01,2031-11-30,3651,Long 3000-4999,US,SD,Other,57501,Region 5,4638.0,4033.0,0,4,Small 0-49,84751.33
2018-10-02,2028-10-01,3652,Long 3000-4999,US,SD,Other,57702,Region 5,3098.0,3098.0,0,14,Small 0-49,56071.8
2021-10-01,2041-09-30,7304,Very Long 5000-15000,US,SD,Other,57501,Region 5,2806.0,2440.0,0,8,Small 0-49,23712.85
2013-09-01,2028-08-31,5478,Very Long 5000-15000,US,SD,Other,57350,Region 5,10882.0,9452.0,0,38,Small 0-49,140834.8
2023-10-01,2043-09-30,7304,Very Long 5000-15000,US,SD,Other,57104,Region 5,18668.0,16838.0,0,0,Small 0-49,509577.86
2018-01-01,2027-12-31,3651,Long 3000-4999,US,SD,Other,57701,Region 5,1200.0,1200.0,0,0,Small 0-49,12000.0
2020-08-01,2030-07-31,3651,Long 3000-4999,US,SD,Other,57078,Region 5,1217.0,1059.0,0,4,Small 0-49,28748.56
2021-05-04,2036-05-03,5478,Very Long 5000-15000,US,SD,Other,57401,Region 5,11343.24,9676.0,0,24,Small 0-49,190596.26
2022-05-01,2037-04-30,5478,Very Long 5000-15000,US,SD,Other,57006,Region 5,1705.0,1483.0,0,4,Small 0-49,35581.02
2023-01-01,2042-12-31,7304,Very Long 5000-15000,US,SD,Other,57701,Region 5,4823.0,4671.0,0,4,Small 0-49,132345.84
2023-12-19,2038-12-18,5478,Very Long 5000-15000,US,SD,Other,57548,Region 5,4798.0,4172.0,0,5,Small 0-49,70966.93
2022-12-17,2032-12-16,3652,Long 3000-4999,US,SD,Other,57103,Region 5,10417.0,9949.0,0,7,Small 0-49,231916.35
2014-11-11,2029-11-10,5478,Very Long 5000-15000,US,SD,Other,57701,Region 5,5000.0,5000.0,0,25,Small 0-49,92410.87
2022-07-01,2032-06-30,3652,Long 3000-4999,US,SD,Other,57701,Region 5,1252.0,1252.0,0,1,Small 0-49,59795.52
2016-12-01,2026-11-30,3651,Long 3000-4999,US,SD,Other,57401,Region 5,502.0,502.0,0,0,Small 0-49,16064.0
2020-08-01,2030-07-31,3651,Long 3000-4999,US,SD,Other,57201,Region 5,526.0,526.0,0,1,Small 0-49,19988.0
2022-09-01,2032-08-31,3652,Long 3000-4999,US,SD,Other,57501,Region 5,656.0,656.0,0,1,Small 0-49,25716.28
2023-05-01,2043-04-30,7304,Very Long 5000-15000,US,SD,Other,57201,Region 5,4908.0,4579.0,0,0,Small 0-49,136503.54
2022-08-01,2039-07-31,6208,Very Long 5000-15000,US,SD,Other,57103,Region 5,7220.0,6170.0,12,0,Small 0-49,226615.08
2012-04-25,2027-04-24,5477,Very Long 5000-15000,US,SD,Other,57103,Region 5,759.0,663.0,1,0,Small 0-49,19225.47
2019-11-02,2029-11-01,3652,Long 3000-4999,US,SD,Other,57104,Region 5,4922.0,4787.0,0,6,Small 0-49,195733.2
2019-09-01,2029-08-31,3652,Long 3000-4999,US,SD,Other,57702,Region 5,2119.0,1700.0,0,5,Small 0-49,92740.18
2013-07-21,2028-07-20,5478,Very Long 5000-15000,US,SD,Other,57702,Region 5,4110.0,3960.0,0,2,Small 0-49,104884.16
2017-03-01,2027-02-28,3651,Long 3000-4999,US,SD,Other,57104,Region 5,1882.0,1882.0,0,1,Small 0-49,53900.48
2019-09-01,2039-08-31,7304,Very Long 5000-15000,US,IL,IL,60606,Region 6,25570.0,22995.36,13,0,Small 0-49,1173397.45
2022-06-01,2037-05-31,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,4500.0,4065.0,3,0,Small 0-49,179480.73
2012-07-19,2027-07-31,5490,Very Long 5000-15000,US,IL,IL,60606,Region 6,6259.0,6030.0,2,13,Small 0-49,201795.8
2017-11-09,2027-11-08,3651,Long 3000-4999,US,IL,IL,60606,Region 6,6243.0,5092.0,6,12,Small 0-49,277656.77
2014-05-12,2029-05-11,5478,Very Long 5000-15000,US,SD,Other,57104,Region 5,3810.0,3175.0,0,1,Small 0-49,86776.9
2015-09-01,2025-08-31,3652,Long 3000-4999,US,SD,Other,57401,Region 5,2073.0,1706.0,0,4,Small 0-49,45833.59
2015-09-20,2025-09-19,3652,Long 3000-4999,US,SD,Other,57501,Region 5,1582.0,1582.0,0,0,Small 0-49,30058.0
2020-10-01,2030-09-30,3651,Long 3000-4999,US,SD,Other,57104,Region 5,2875.0,2370.0,2,0,Small 0-49,114139.26
2019-06-01,2034-05-31,5478,Very Long 5000-15000,US,SD,Other,57104,Region 5,9666.99,7969.0,6,5,Small 0-49,270748.22
2024-01-23,2039-01-22,5478,Very Long 5000-15000,US,SD,Other,57104,Region 5,2215.0,1826.0,3,0,Small 0-49,88500.4
2017-12-01,2027-11-30,3651,Long 3000-4999,US,ND,Other,58103,Region 5,2553.0,2406.0,1,2,Small 0-49,67904.12
2015-10-01,2025-09-30,3652,Long 3000-4999,US,SD,Other,57702,Region 5,2490.0,2264.0,0,10,Small 0-49,54999.04
2015-05-05,2025-05-04,3652,Long 3000-4999,US,SD,Other,57401,Region 5,10940.0,10298.0,0,14,Small 0-49,188791.29
2019-05-01,2029-04-30,3652,Long 3000-4999,US,SD,Other,57078,Region 5,9048.0,9048.0,0,25,Small 0-49,175267.52
2018-07-01,2028-06-30,3652,Long 3000-4999,US,SD,Other,57718,Region 5,2252.0,2252.0,0,3,Small 0-49,53197.65
2011-03-01,2026-02-28,5478,Very Long 5000-15000,US,SD,Other,57702,Region 5,6353.0,5339.0,0,18,Small 0-49,210259.25
2021-10-01,2031-09-30,3651,Long 3000-4999,US,SD,Other,57702,Region 5,1902.0,1608.0,0,3,Small 0-49,45104.72
2022-05-01,2037-04-30,5478,Very Long 5000-15000,US,RI,Other,02840,Region 0,28300.0,27087.0,23,27,Small 0-49,806356.86
2021-06-01,2038-05-31,6208,Very Long 5000-15000,US,SD,Other,57501,Region 5,6247.67,5010.0,0,3,Small 0-49,195027.0
2011-06-24,2026-06-23,5478,Very Long 5000-15000,US,SD,Other,57103,Region 5,13126.0,12616.0,0,51,Large 50-99,362667.86
2012-03-26,2032-03-25,7304,Very Long 5000-15000,US,IL,IL,60606,Region 6,27126.0,26568.0,22,27,Small 0-49,849124.16
2021-08-01,2038-07-31,6208,Very Long 5000-15000,US,SD,Other,57747,Region 5,2820.0,2532.0,0,15,Small 0-49,71473.55
2012-01-27,2027-01-26,5478,Very Long 5000-15000,US,OH,Other,44870,Region 4,10564.69,9943.12,0,92,Large 50-99,361400.0
2011-09-16,2026-09-15,5478,Very Long 5000-15000,US,WY,Other,82834,Region 8,7869.0,7219.0,0,61,Large 50-99,238327.61
2012-11-21,2027-11-20,5477,Very Long 5000-15000,US,SD,Other,57103,Region 5,3031.05,2505.0,1,0,Small 0-49,94265.96
2015-09-11,2030-09-10,5478,Very Long 5000-15000,US,TX,TX,77008,Region 7,6167.0,5782.0,0,33,Small 0-49,248387.48
2013-08-01,2025-07-31,4382,Long 3000-4999,US,SD,Other,57701,Region 5,1825.0,1825.0,3,3,Small 0-49,53910.5
2013-10-01,2025-09-30,4382,Long 3000-4999,US,SD,Other,57262,Region 5,4911.0,3716.25,0,30,Small 0-49,180007.85
2015-01-01,2024-12-31,3652,Long 3000-4999,US,SD,Other,57633,Region 5,6250.0,6250.0,0,100,XLarge 100-249,199062.5
2016-12-15,2031-12-14,5477,Very Long 5000-15000,US,SD,Other,57078,Region 5,3285.0,3114.0,0,6,Small 0-49,100192.5
2016-10-26,2036-10-25,7304,Very Long 5000-15000,US,OH,Other,44870,Region 4,9543.0,8862.0,0,45,Small 0-49,282310.77
2019-07-01,2034-06-30,5478,Very Long 5000-15000,US,IL,IL,60606,Region 6,13708.65,13055.86,0,15,Small 0-49,503538.3
2023-08-08,2043-08-07,7304,Very Long 5000-15000,US,SD,Other,57701,Region 5,49309.0,47463.0,0,0,Small 0-49,1818670.81
2019-05-17,2039-05-16,7304,Very Long 5000-15000,US,SD,Other,57701,Region 5,3862.0,3862.0,0,8,Small 0-49,103593.87
2019-11-01,2034-10-31,5478,Very Long 5000-15000,US,SD,Other,57701,Region 5,8050.0,7000.0,0,12,Small 0-49,214310.72
2020-10-14,2037-10-13,6208,Very Long 5000-15000,US,SD,Other,57104,Region 5,7241.6,4526.0,0,3,Small 0-49,168153.88
2023-11-01,2033-10-31,3652,Long 3000-4999,US,SD,Other,57701,Region 5,4132.0,3826.0,0,3,Small 0-49,98231.98
2016-11-01,2031-10-31,5477,Very Long 5000-15000,US,SD,Other,57702,Region 5,1518.0,1368.0,0,3,Small 0-49,43938.25
2020-02-16,2035-02-15,5478,Very Long 5000-15000,US,SD,Other,57105,Region 5,5054.0,4734.0,0,2,Small 0-49,114401.87
2016-10-01,2026-09-30,3651,Long 3000-4999,US,UT,Other,84405,Region 8,4233.02,3788.42,0,20,Small 0-49,83855.73
2022-10-14,2037-10-13,5478,Very Long 5000-15000,US,UT,Other,84026,Region 8,8444.0,8444.0,0,7,Small 0-49,147686.52
2012-11-14,2025-05-13,4563,Long 3000-4999,US,UT,Other,84102,Region 8,8571.25,7470.0,0,0,Small 0-49,247342.29
2019-01-01,2033-12-31,5478,Very Long 5000-15000,US,UT,Other,84102,Region 8,21390.0,19095.0,6,0,Small 0-49,365149.86
2020-09-01,2035-08-31,5477,Very Long 5000-15000,US,UT,Other,84010,Region 8,7118.0,7118.0,0,13,Small 0-49,97798.02
2023-01-01,2037-12-31,5478,Very Long 5000-15000,US,CA,CA,92660,Region 9,2369.29,1991.0,0,9,Small 0-49,55546.33
2022-11-01,2042-10-31,7304,Very Long 5000-15000,US,UT,Other,84119,Region 8,10497.0,9298.48,0,23,Small 0-49,156477.8
2014-09-01,2029-09-01,5479,Very Long 5000-15000,US,UT,Other,84101,Region 8,5619.33,4886.0,11,0,Small 0-49,124346.07
2020-07-01,2030-06-30,3651,Long 3000-4999,US,UT,Other,84770,Region 8,750.0,652.0,0,0,Small 0-49,50400.0
2023-09-01,2033-08-31,3652,Long 3000-4999,US,UT,Other,84119,Region 8,9032.0,8214.0,0,0,Small 0-49,232873.88
2020-10-01,2035-09-30,5477,Very Long 5000-15000,US,UT,Other,84092,Region 8,11107.0,11107.0,0,16,Small 0-49,182795.76
2016-04-01,2036-03-31,7304,Very Long 5000-15000,US,UT,Other,84093,Region 8,35358.0,33785.0,0,80,Large 50-99,805407.65
2020-10-01,2030-09-30,3651,Long 3000-4999,US,AZ,Other,85018,Region 8,6300.0,5963.0,0,0,Small 0-49,95124.06
2015-06-07,2026-06-06,4017,Long 3000-4999,US,UT,Other,84532,Region 8,4750.0,4750.0,0,3,Small 0-49,134100.23
2024-12-08,2039-12-07,5477,Very Long 5000-15000,US,UT,Other,84790,Region 8,0.0,0.0,0,0,Small 0-49,47346.95
2009-09-16,2029-09-15,7304,Very Long 5000-15000,US,UT,Other,84770,Region 8,3062.0,2456.0,0,1,Small 0-49,70801.89
2014-11-01,2029-10-31,5478,Very Long 5000-15000,US,UT,Other,84115,Region 8,8482.0,7998.0,0,8,Small 0-49,116430.7
2014-11-01,2029-10-31,5478,Very Long 5000-15000,US,UT,Other,84115,Region 8,24725.0,23400.0,0,15,Small 0-49,395711.52
2010-11-01,2028-10-31,6574,Very Long 5000-15000,US,UT,Other,84121,Region 8,5645.0,5645.0,0,0,Small 0-49,181231.34
2013-11-01,2026-10-31,4747,Long 3000-4999,US,UT,Other,84010,Region 8,5400.0,5400.0,2,4,Small 0-49,167972.08
2022-07-01,2027-06-30,1825,Medium 1000-2999,US,UT,Other,84770,Region 8,5020.0,4553.0,0,5,Small 0-49,178254.72
2018-07-01,2028-06-30,3652,Long 3000-4999,US,UT,Other,84010,Region 8,2961.0,2575.0,0,2,Small 0-49,50160.0
2022-11-01,2042-10-31,7304,Very Long 5000-15000,US,UT,Other,84404,Region 8,135206.0,120361.0,0,692,Jumbo 250-5000,4476680.62
2020-07-01,2030-06-30,3651,Long 3000-4999,US,UT,Other,84124,Region 8,8604.0,7625.0,0,8,Small 0-49,133574.53
2019-01-12,2029-01-11,3652,Long 3000-4999,US,AK,Other,99503,Region 9,100000.0,100000.0,0,555,Jumbo 250-5000,2352291.02
2019-07-01,2039-06-30,7304,Very Long 5000-15000,US,UT,Other,84401,Region 8,71502.0,64267.0,0,5,Small 0-49,1813419.24
2024-07-29,2039-07-28,5477,Very Long 5000-15000,US,VA,Other,22102,Region 2,75000.0,71932.0,0,0,Small 0-49,3106250.0
2024-02-01,2034-01-31,3652,Long 3000-4999,US,VA,Other,22102,Region 2,102579.0,94562.0,0,0,Small 0-49,2862234.0
2018-06-01,2028-05-31,3652,Long 3000-4999,US,UT,Other,84078,Region 8,320.95,320.95,0,0,Small 0-49,15501.89
2018-05-01,2028-04-30,3652,Long 3000-4999,US,UT,Other,84532,Region 8,300.0,300.0,0,0,Small 0-49,12300.0
2016-11-01,2026-10-31,3651,Long 3000-4999,US,UT,Other,84770,Region 8,1012.0,1012.0,0,0,Small 0-49,27512.0
